DATE;TIME;ZAT;OZNAKA;TIP_DOK;BR_DOK;POBROJ;MAG;IMEMAG;KOMINT;IMEKOM;DATUM;VALUTA;PLATENO;AZUR;NALOG;DOLGUVA;POBARUVA;FAKIZNOS;TRANSPORT;CARINA;UTOVAR;TROSOCI;NACINISPOR;TOVARLIST;VOZILO;PRIMIL;PORIZJAVA;MANIPUL;SIFCAR;IMECAR;SIFTRANS;IMETRANS;SIFSPED;IMESPED;DDV19;DDV5;DOK1;DOK2;DOK3;DOK4
19.11.2025;08:15:03;;;5;000001;;100;\OR^E;100;MAGACIN \OR^E;08.01.2025;08.01.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
14.01.2025;08:36:58;;;2;000001;;100;\OR^E;1265;ORION KOMERC;08.01.2025;15.01.2025;;;;69246,00;;65949,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;3297,00;;;;
14.01.2025;08:39:55;;;2;000002;GIGO TREJD-4 radi[ani (toploteka);100;\OR^E;2008;GIGO-TREJD;08.01.2025;15.01.2025;;;;10473,50;;9975,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;498,50;;;;
14.01.2025;08:40:04;;;2;000003;GIGO TREJD-4 radi[ani;100;\OR^E;2008;GIGO-TREJD;08.01.2025;15.01.2025;;;;8678,00;;8265,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;413,00;;;;
14.01.2025;08:40:51;;;2;000004;SUPER TINEKS-11 lisa;100;\OR^E;1201;TINEKS MT;09.01.2025;09.04.2025;;;;7686,00;;7320,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;366,00;;;;
14.01.2025;08:42:19;;;2;000005;podr.ramstore vardar;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;08.01.2025;09.03.2025;;;;4441,50;;4230,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;211,50;;;;
25.06.2025;12:50:00;;;2;000006;VERO-9 n.banka Full plate;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;08.01.2025;09.03.2025;;;;12478,00;;11884,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;594,00;;;;
14.01.2025;08:46:01;;;2;000007;VERO-8 ^air;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;09.01.2025;10.03.2025;;;;2278,50;;2170,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;108,50;;;;
14.01.2025;08:46:40;;;2;000008;;100;\OR^E;877;INTEGRAL DOOEL;09.01.2025;24.01.2025;;;;12316,50;;11729,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;587,00;;;;
14.01.2025;08:48:04;;;2;000009;leptokarija;100;\OR^E;1168;TP SENDVI^ARA 7;08.01.2025;15.01.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
14.01.2025;08:48:38;;;2;000010;GIGO TREJD-2 gor^e;100;\OR^E;2008;GIGO-TREJD;08.01.2025;15.01.2025;;;;10283,00;;9793,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;490,00;;;;
14.01.2025;08:52:52;;;2;000011;REPTIL-10 butel;100;\OR^E;1225;REPTIL DPTU;09.01.2025;08.02.2025;;;;2373,00;;2260,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;113,00;;;;
14.01.2025;08:54:00;;;2;000012;REPTIL-17 kozle;100;\OR^E;1225;REPTIL DPTU;09.01.2025;08.02.2025;;;;8451,00;;8048,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;402,50;;;;
14.01.2025;08:55:21;;;2;000013;ambasada;100;\OR^E;1168;TP SENDVI^ARA 7;09.01.2025;16.01.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
14.01.2025;08:56:03;;;2;000014;;100;\OR^E;165;MRE@A DOO;09.01.2025;16.01.2025;;;;63774,50;;60737,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;3037,00;;;;
14.01.2025;08:58:05;;;2;000015;VERO-2 taftalixe;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;09.01.2025;10.03.2025;;;;15698,00;;14950,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;747,50;;;;
14.01.2025;09:15:52;;;2;000016;TINEKS piom;100;\OR^E;1201;TINEKS MT;09.01.2025;09.04.2025;;;;7287,50;;6940,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;347,00;;;;
14.01.2025;09:17:40;;;2;000017;aerodrom;100;\OR^E;1168;TP SENDVI^ARA 7;09.01.2025;16.01.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
14.01.2025;09:18:24;;;2;000018;SUPER TINEKS-15 maj^in dom;100;\OR^E;1201;TINEKS MT;13.01.2025;13.04.2025;;;;5712,50;;5440,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;272,00;;;;
14.01.2025;09:19:27;;;2;000019;TINEKS karpo[-3;100;\OR^E;1201;TINEKS MT;13.01.2025;13.04.2025;;;;1586,00;;1510,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;75,50;;;;
14.01.2025;09:20:36;;;2;000020;TINEKS delikatesen (buWakovec);100;\OR^E;1201;TINEKS MT;13.01.2025;13.04.2025;;;;4126,50;;3930,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;196,50;;;;
14.01.2025;09:22:09;;;2;000021;podr.ramstore city moll;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;13.01.2025;14.03.2025;;;;4793,50;;4565,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;228,50;;;;
14.01.2025;09:23:08;;;2;000022;VERO-10 k.voda;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;13.01.2025;14.03.2025;;;;4735,50;;4510,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;225,50;;;;
14.01.2025;09:24:42;;;2;000023;GIGO TREJD-1 maxari;100;\OR^E;2008;GIGO-TREJD;13.01.2025;20.01.2025;;;;5147,50;;4902,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;245,50;;;;
14.01.2025;09:25:35;;;2;000024;makpetrol;100;\OR^E;1168;TP SENDVI^ARA 7;10.01.2025;17.01.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
14.01.2025;09:26:03;;;2;000025;;100;\OR^E;866;BTA MAKEDONIJA DOOEL;10.01.2025;09.02.2025;;;;11901,00;;11334,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;566,50;;;;
14.01.2025;09:26:44;;;2;000026;aerodrom;100;\OR^E;24;PLANET PI ES DOOOEL;13.01.2025;13.01.2025;;;;2425,00;;2309,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;115,50;;;;
14.01.2025;09:28:01;;;2;000027;ZUR market-9 maxari;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;10.01.2025;09.02.2025;;;;1764,00;;1680,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;84,00;;;;
14.01.2025;09:28:46;;;2;000028;REPTIL-13 maxari;100;\OR^E;1225;REPTIL DPTU;10.01.2025;09.02.2025;;;;9720,00;;9257,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;463,00;;;;
14.01.2025;09:31:09;;;2;000029;magacin saraj;100;\OR^E;187;DAUTI-KOMERC KE[&KERI;13.01.2025;12.02.2025;;;;144837,00;;137940,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;6897,00;;;;
14.01.2025;09:30:54;;;5;000002;;100;\OR^E;100;MAGACIN \OR^E;13.01.2025;13.01.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
30.06.2025;10:01:51;;;2;000030;mesara buWakovec;100;\OR^E;895;TEOSA KOMPANI DOOEL SKOPJE;13.01.2025;20.01.2025;;;;10857,00;;10340,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;517,00;;;;
15.01.2025;08:21:39;;;2;000031;;100;\OR^E;1328;BONTE KOMPANI;14.01.2025;21.01.2025;;;;30882,50;;29412,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1470,50;;;;
15.01.2025;08:23:32;;;2;000032;restoran;100;\OR^E;1168;TP SENDVI^ARA 7;14.01.2025;21.01.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
15.01.2025;08:24:06;;;2;000033;VERO-6 bitola;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;14.01.2025;15.03.2025;;;;4736,00;;4510,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;226,00;;;;
15.01.2025;08:25:38;;;2;000034;SUPER TINEKS-2 zebra;100;\OR^E;1201;TINEKS MT;14.01.2025;14.04.2025;;;;12810,50;;12200,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;610,00;;;;
16.01.2025;08:33:23;;;2;000035;SUPER TINEKS lisa;100;\OR^E;1201;TINEKS MT;15.01.2025;15.04.2025;;;;3969,00;;3780,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;189,00;;;;
15.01.2025;08:36:59;;;2;000036;VERO-3 tetovo;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;14.01.2025;15.03.2025;;;;15901,50;;15144,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;757,50;;;;
15.01.2025;08:38:01;;;2;000037;SUPER TINEKS-13 pra[ka;100;\OR^E;1201;TINEKS MT;14.01.2025;14.04.2025;;;;882,00;;840,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;42,00;;;;
15.01.2025;08:38:37;;;2;000038;ZUR market-3 przino;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;14.01.2025;13.02.2025;;;;2709,00;;2580,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;129,00;;;;
15.01.2025;08:39:15;;;2;000039;TINEKS karpo[-4;100;\OR^E;1201;TINEKS MT;14.01.2025;14.04.2025;;;;2735,50;;2605,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;130,50;;;;
15.01.2025;08:40:14;;;2;000040;REPTIL-5 karpo[;100;\OR^E;1225;REPTIL DPTU;14.01.2025;13.02.2025;;;;3081,00;;2934,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;146,50;;;;
15.01.2025;08:41:12;;;2;000041;SUPER TINEKS-10 cveten;100;\OR^E;1201;TINEKS MT;14.01.2025;14.04.2025;;;;3853,50;;3670,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;183,50;;;;
29.10.2025;12:30:58;;;2;000042;;100;\OR^E;1371;SER@;14.01.2025;21.01.2025;;;;4608,50;;4389,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;219,50;;;;
15.01.2025;09:15:00;;;5;000003;;100;\OR^E;100;MAGACIN \OR^E;14.01.2025;14.01.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
15.01.2025;09:16:01;;;2;000043;GIGO TREJD-1 maxari;100;\OR^E;2008;GIGO-TREJD;15.01.2025;22.01.2025;;;;5418,00;;5160,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;258,00;;;;
16.01.2025;15:43:38;;;2;000044;magacin saraj;100;\OR^E;63;DERVENT PRODUKT DOOEL SKOPJE;15.01.2025;22.01.2025;;;;11855,00;;11290,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;564,50;;;;
16.01.2025;08:56:51;;;5;000004;;100;\OR^E;100;MAGACIN \OR^E;15.01.2025;15.01.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
16.01.2025;08:40:03;;;2;000045;podr.ramstore g.lisi^e;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;15.01.2025;16.03.2025;;;;1984,50;;1890,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;94,50;;;;
16.01.2025;08:40:29;;;2;000046;VERO-7 gtc;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;15.01.2025;16.03.2025;;;;3885,00;;3700,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;185,00;;;;
16.01.2025;08:41:34;;;2;000047;TINEKS porta aerodrom;100;\OR^E;1201;TINEKS MT;15.01.2025;15.04.2025;;;;882,00;;840,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;42,00;;;;
16.01.2025;08:42:31;;;2;000048;ZUR market-18 rasadnik;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;15.01.2025;14.02.2025;;;;7578,00;;7217,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;361,00;;;;
16.01.2025;08:49:43;;;2;000049;podr.ramstore taftalixe;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;16.01.2025;17.03.2025;;;;4126,50;;3930,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;196,50;;;;
16.01.2025;08:50:32;;;2;000050;SUPER TINEKS-9 zlokukjani;100;\OR^E;1201;TINEKS MT;15.01.2025;15.04.2025;;;;4499,50;;4285,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;214,50;;;;
16.01.2025;08:52:13;;;2;000051;;100;\OR^E;1301;MEDISON T.P.;15.01.2025;22.01.2025;;;;17955,00;;17100,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;855,00;;;;
16.01.2025;08:53:16;;;2;000052;DIM market-2 k.voda;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;15.01.2025;14.02.2025;;;;6738,00;;6417,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;321,00;;;;
16.01.2025;08:57:19;;;2;000053;DIM market-3 gazi baba;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;15.01.2025;14.02.2025;;;;5418,00;;5160,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;258,00;;;;
16.01.2025;08:58:23;;;2;000054;DIM market-4 hrom;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;15.01.2025;14.02.2025;;;;3591,00;;3420,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;171,00;;;;
16.01.2025;08:59:39;;;2;000055;DIM market-6 gor^e;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;15.01.2025;14.02.2025;;;;5814,00;;5537,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;277,00;;;;
16.01.2025;09:01:00;;;2;000056;DIM market-7 aerodrom;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;15.01.2025;14.02.2025;;;;5544,00;;5280,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;264,00;;;;
16.01.2025;09:02:15;;;2;000057;DIM market-14 karpo[-3;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;15.01.2025;14.02.2025;;;;6078,00;;5788,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;289,50;;;;
16.01.2025;09:02:55;;;2;000058;;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.01.2025;15.02.2025;;;;0,00;;0,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
16.01.2025;09:03:05;;;2;000059;;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;15.01.2025;14.02.2025;;;;0,00;;0,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
16.01.2025;09:03:25;;;2;000060;;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;15.01.2025;14.02.2025;;;;0,00;;0,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
16.01.2025;15:30:24;;;2;000061;;100;\OR^E;2056;ALTERA FUD DOO;16.01.2025;16.01.2025;;;;4630,50;;4410,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;220,50;;;;
16.01.2025;09:04:55;;;2;000062;ZUR market-21 gor^e;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;15.01.2025;14.02.2025;;;;4734,00;;4509,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;225,00;;;;
16.01.2025;09:05:58;;;2;000063;podr.ramstore aerodrom;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;15.01.2025;16.03.2025;;;;3570,50;;3400,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;170,00;;;;
16.01.2025;15:47:17;;;2;000064;;100;\OR^E;1424;SOLETA DOO;15.01.2025;14.02.2025;;;;1610,00;;1533,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;76,50;;;;
20.01.2025;08:40:57;;;2;000065;VERO-2 taftalixe;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;16.01.2025;17.03.2025;;;;10532,00;;10030,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;501,50;;;;
20.01.2025;08:42:21;;;2;000066;VERO-13 limak;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;16.01.2025;17.03.2025;;;;1580,50;;1505,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;75,50;;;;
29.10.2025;12:31:13;;;2;000067;VERO-9 n.banka;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;16.01.2025;17.03.2025;;;;11603,00;;11050,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;552,50;;;;
17.01.2025;08:14:44;;;2;000068;podr.ramstore city moll;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;16.01.2025;17.03.2025;;;;3728,00;;3550,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;177,50;;;;
27.02.2025;10:11:42;;;2;000069;;100;\OR^E;1028;MAKROPROM;16.01.2025;23.01.2025;;;;19491,50;;18563,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;928,50;;;;
20.01.2025;08:47:21;;;2;000070;TINEKS-delikatesen (vodno);100;\OR^E;1201;TINEKS MT;16.01.2025;16.04.2025;;;;3748,50;;3570,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;178,50;;;;
16.01.2025;16:01:26;;;2;000071;ZUR market-19 dra^evo;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.01.2025;15.02.2025;;;;6981,00;;6648,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;332,50;;;;
16.01.2025;16:02:34;;;2;000072;ZUR market-7 dra^evo;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.01.2025;15.02.2025;;;;4536,00;;4320,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;216,00;;;;
16.01.2025;16:03:22;;;2;000073;DIM market-1 s.stajkovci;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.01.2025;15.02.2025;;;;8031,00;;7648,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;382,50;;;;
30.05.2025;14:02:10;;;2;000074;DIM market-8 d.lisi^e;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.01.2025;15.02.2025;;;;4494,00;;4280,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;214,00;;;;
16.01.2025;16:06:23;;;2;000075;DIM market-17 ^ento (pazarot);100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.01.2025;15.02.2025;;;;6447,00;;6140,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;307,00;;;;
16.01.2025;16:06:13;;;5;000005;;100;\OR^E;100;MAGACIN \OR^E;16.01.2025;16.01.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
16.01.2025;16:07:42;;;2;000076;DIM market-18 ^ento;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.01.2025;15.02.2025;;;;6738,00;;6417,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;321,00;;;;
16.01.2025;16:08:33;;;2;000077;DIM market-21 v.bolnica;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.01.2025;15.02.2025;;;;4251,00;;4048,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;202,50;;;;
16.01.2025;16:09:23;;;2;000078;;100;\OR^E;1348;KVATRO;16.01.2025;23.01.2025;;;;16386,00;;15605,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;781,00;;;;
20.01.2025;08:47:31;;;2;000079;;100;\OR^E;1095;BOMAGO;16.01.2025;23.01.2025;;;;64877,50;;61788,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;3089,50;;;;
16.01.2025;16:11:21;;;2;000080;;100;\OR^E;877;INTEGRAL DOOEL;16.01.2025;31.01.2025;;;;15020,00;;14304,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;716,00;;;;
16.01.2025;16:13:24;;;2;000081;mesara ^ento;100;\OR^E;225;KARNIVOR DOOEL SKOPJE;16.01.2025;23.01.2025;;;;6835,00;;6510,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;325,00;;;;
11.03.2025;09:55:04;;;2;000082;;100;\OR^E;1321;MB-DOO;16.01.2025;23.01.2025;;;;6005,00;;5719,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;286,00;;;;
16.01.2025;16:15:58;;;2;000083;;100;\OR^E;883;SPECIJAL PRODUKT DOOEL;16.01.2025;16.01.2025;;;;38334,00;;36508,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1825,50;;;;
16.01.2025;16:16:52;;;2;000084;VERO-5 centar;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;16.01.2025;17.03.2025;;;;6971,00;;6639,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;332,00;;;;
20.01.2025;08:47:08;;;2;000085;podr.ramstore vodno;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;16.01.2025;17.03.2025;;;;3276,50;;3120,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;156,00;;;;
17.01.2025;09:08:45;;;9;000001;;100;\OR^E;828;ISBS DOOEL SKOPJE;09.01.2025;09.01.2025;;;;7800,00;;7428,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;371,50;;;;
22.01.2025;15:03:06;;;9;000002;;100;\OR^E;67;PICERIJA PICIKATO TETOVO;17.01.2025;17.01.2025;;;;0,00;;0,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
23.01.2025;09:11:06;;;5;000006;;100;\OR^E;100;MAGACIN \OR^E;17.01.2025;17.01.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
20.01.2025;08:46:34;;;2;000086;;100;\OR^E;885;TRGOPRODUKT DOO STRUMICA;17.01.2025;17.01.2025;;;;41895,00;;39900,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1995,00;;;;
24.01.2025;15:33:11;;;5;000007;;100;\OR^E;100;MAGACIN \OR^E;20.01.2025;20.01.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
20.01.2025;14:55:40;;;2;000087;restoran fotka;100;\OR^E;902;LUKSEMURG KOMERC PERO DOOEL SKOPJE;20.01.2025;27.01.2025;;;;2425,50;;2310,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;115,50;;;;
20.01.2025;14:56:25;;;2;000088;;100;\OR^E;1434;MARJAN-KOOP DOOEL SKOPJE;20.01.2025;27.01.2025;;;;5187,00;;4940,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;247,00;;;;
22.01.2025;08:11:33;;;9;000003;;100;\OR^E;1005;AFRO-KOM SKOPJE;22.01.2025;22.01.2025;;;;18246,00;;17377,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;869,00;;;;
06.05.2025;14:46:33;;;5;000008;;100;\OR^E;100;MAGACIN \OR^E;22.01.2025;22.01.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
22.01.2025;08:12:07;;;9;000004;;100;\OR^E;1;ZORAN BITOLA;22.01.2025;06.02.2025;;;;7980,00;;7600,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;380,00;;;;
22.01.2025;08:20:47;;;2;000089;podr.ramstore capitol moll;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;21.01.2025;22.03.2025;;;;5565,50;;5300,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;265,00;;;;
22.01.2025;08:22:08;;;2;000090;VERO-1 aerodrom;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;21.01.2025;22.03.2025;;;;2572,50;;2450,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;122,50;;;;
23.01.2025;09:01:09;;;2;000091;VERO-7 gtc;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;21.01.2025;22.03.2025;;;;2688,50;;2560,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;128,00;;;;
22.01.2025;08:23:43;;;2;000092;podr.ramstore g.lisi^e;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;21.01.2025;22.03.2025;;;;3675,50;;3500,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;175,00;;;;
17.07.2025;10:41:05;;;2;000093;VERO-10 k.voda;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;21.01.2025;22.03.2025;;;;5302,50;;5050,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;252,50;;;;
