DATE;TIME;ZAT;OZNAKA;TIP_DOK;BR_DOK;POBROJ;MAG;IMEMAG;KOMINT;IMEKOM;DATUM;VALUTA;PLATENO;AZUR;NALOG;DOLGUVA;POBARUVA;FAKIZNOS;TRANSPORT;CARINA;UTOVAR;TROSOCI;NACINISPOR;TOVARLIST;VOZILO;PRIMIL;PORIZJAVA;MANIPUL;SIFCAR;IMECAR;SIFTRANS;IMETRANS;SIFSPED;IMESPED;DDV19;DDV5;DOK1;DOK2;DOK3;DOK4
11.03.2025;09:10:53;;;2;000364;SUPER TINEKS-10 cveten;100;\OR^E;1201;TINEKS MT;10.03.2025;08.06.2025;;;;7004,50;;6671,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;333,50;;;;
11.03.2025;09:12:41;;;2;000365;SUPER TINEKS-16 east gate;100;\OR^E;1201;TINEKS MT;10.03.2025;08.06.2025;;;;2278,50;;2170,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;108,50;;;;
11.03.2025;09:27:06;;;2;000366;TINEKS centar-2;100;\OR^E;1201;TINEKS MT;10.03.2025;08.06.2025;;;;6268,50;;5970,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;298,50;;;;
11.03.2025;09:28:11;;;2;000367;SUPER TINEKS-2 zebra;100;\OR^E;1201;TINEKS MT;10.03.2025;08.06.2025;;;;6856,50;;6530,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;326,50;;;;
11.03.2025;09:29:10;;;2;000368;leptokarija;100;\OR^E;1168;TP SENDVI^ARA 7;10.03.2025;17.03.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
11.03.2025;09:30:37;;;2;000369;east gate;100;\OR^E;60;BEJKING BREAD IST GEJT SKOPJE;10.03.2025;17.03.2025;;;;1092,00;;1040,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;52,00;;;;
11.03.2025;09:32:29;;;9;000019;;100;\OR^E;1423;GRADOTE DOOEL;11.03.2025;11.03.2025;;;;9555,00;;9100,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;455,00;;;;
11.03.2025;14:56:26;;;5;000032;;100;\OR^E;100;MAGACIN \OR^E;11.03.2025;11.03.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
11.03.2025;14:51:53;;;2;000370;VERO-4 bitola;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;11.03.2025;10.05.2025;;;;6790,50;;6467,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;323,50;;;;
11.03.2025;14:54:03;;;2;000371;VERO-6 bitola;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;11.03.2025;10.05.2025;;;;3960,00;;3771,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;188,50;;;;
11.03.2025;14:55:01;;;2;000372;VERO-2 taftalixe;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;11.03.2025;10.05.2025;;;;5194,00;;4947,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;247,00;;;;
11.03.2025;14:55:33;;;2;000373;SUPER TTINEX-11 lisa;100;\OR^E;1201;TINEKS MT;11.03.2025;09.06.2025;;;;4452,50;;4240,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;212,00;;;;
11.03.2025;14:56:45;;;2;000374;aerodrom;100;\OR^E;1168;TP SENDVI^ARA 7;11.03.2025;18.03.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
11.03.2025;14:57:11;;;2;000375;;100;\OR^E;1301;MEDISON T.P.;11.03.2025;18.03.2025;;;;22982,00;;21888,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1094,00;;;;
11.03.2025;14:57:50;;;2;000376;;100;\OR^E;1028;MAKROPROM;11.03.2025;18.03.2025;;;;33383,50;;31793,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1590,00;;;;
11.03.2025;14:58:35;;;2;000377;TINEKS-hrom;100;\OR^E;1201;TINEKS MT;11.03.2025;09.06.2025;;;;5008,50;;4770,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;238,50;;;;
12.03.2025;15:30:46;;;2;000378;TINEKS karpo[-3;100;\OR^E;1201;TINEKS MT;12.03.2025;10.06.2025;;;;2866,50;;2730,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;136,50;;;;
13.03.2025;15:26:03;;;2;000379;;100;\OR^E;1321;MB-DOO;13.03.2025;20.03.2025;;;;6942,50;;6612,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;330,50;;;;
13.03.2025;15:26:18;;;2;000380;podr.ramstore city moll;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;12.03.2025;11.05.2025;;;;1470,00;;1400,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;70,00;;;;
13.03.2025;15:26:36;;;2;000381;VERO-9 n.banka;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;13.03.2025;12.05.2025;;;;5132,00;;4888,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;244,00;;;;
13.03.2025;15:27:10;;;2;000382;TINEKS k.voda-2 (Kkino);100;\OR^E;1201;TINEKS MT;12.03.2025;10.06.2025;;;;1586,00;;1510,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;75,50;;;;
14.03.2025;08:38:26;;;2;000383;VERO-1 aerodrom;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;12.03.2025;11.05.2025;;;;4515,00;;4300,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;214,50;;;;
14.03.2025;08:39:19;;;2;000384;n.ilinden;100;\OR^E;908;OK RESTORANTS & BARS DOOEL;13.03.2025;20.03.2025;;;;4630,50;;4410,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;220,50;;;;
13.03.2025;15:34:30;;;2;000385;TINEKS delikatesen (BEKO);100;\OR^E;1201;TINEKS MT;12.03.2025;10.06.2025;;;;5512,50;;5250,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;262,50;;;;
13.03.2025;15:30:53;;;2;000386;TNEKS aerodrom;100;\OR^E;1201;TINEKS MT;12.03.2025;10.06.2025;;;;5439,00;;5180,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;259,00;;;;
13.03.2025;15:31:05;;;2;000387;ZUR market-21 gor^e;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;12.03.2025;11.04.2025;;;;6724,50;;6404,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;320,00;;;;
13.03.2025;15:31:18;;;2;000388;;100;\OR^E;1095;BOMAGO;12.03.2025;19.03.2025;;;;45420,50;;43257,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;2163,50;;;;
20.03.2025;08:44:13;;;5;000033;;100;\OR^E;100;MAGACIN \OR^E;13.03.2025;13.03.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
14.03.2025;08:42:28;;;2;000389;VERO-3 tetovo;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;13.03.2025;12.05.2025;;;;9560,00;;9105,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;455,00;;;;
16.04.2025;08:35:16;;;2;000390;;100;\OR^E;877;INTEGRAL DOOEL;13.03.2025;28.03.2025;;;;14922,50;;14212,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;710,50;;;;
14.03.2025;08:09:04;;;2;000391;;100;\OR^E;1348;KVATRO;13.03.2025;20.03.2025;;;;15801,00;;15048,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;753,00;;;;
14.03.2025;08:45:59;;;2;000392;SUPER TNEKS-1 godel;100;\OR^E;1201;TINEKS MT;13.03.2025;11.06.2025;;;;1984,50;;1890,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;94,50;;;;
24.03.2025;09:10:46;;;2;000393;full plate;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;13.03.2025;12.05.2025;;;;12180,00;;11600,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;580,00;;;;
14.03.2025;08:47:40;;;2;000394;;100;\OR^E;165;MRE@A DOO;13.03.2025;20.03.2025;;;;60063,50;;57203,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;2860,50;;;;
14.03.2025;08:18:35;;;2;000395;SUPER TINEKS-6 dramski;100;\OR^E;1201;TINEKS MT;13.03.2025;11.06.2025;;;;4557,50;;4340,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;217,00;;;;
14.03.2025;08:21:06;;;2;000396;restoran fotka;100;\OR^E;902;LUKSEMURG KOMERC PERO DOOEL SKOPJE;13.03.2025;20.03.2025;;;;2835,00;;2700,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;135,00;;;;
14.03.2025;08:22:17;;;2;000397;mesara ^ento;100;\OR^E;225;KARNIVOR DOOEL SKOPJE;13.03.2025;20.03.2025;;;;4520,00;;4305,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;215,00;;;;
12.05.2025;12:50:28;;;2;000398;A.M DOOEL Ohrid;100;\OR^E;160;DOOEL A.M. OHRID;14.03.2025;21.03.2025;;;;21995,00;;20947,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1047,50;;;;
18.03.2025;08:38:11;;;2;000399;;100;\OR^E;979;LEMIS DOOEL SKOPJE;14.03.2025;14.03.2025;;;;2079,00;;1980,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;99,00;;;;
18.03.2025;08:38:52;;;2;000400;;100;\OR^E;928;BEL KAMEN GORAN DOOEL TETOVO;14.03.2025;21.03.2025;;;;9040,50;;8610,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;430,50;;;;
18.03.2025;08:42:09;;;2;000401;REPTIL-2 crni^e;100;\OR^E;1225;REPTIL DPTU;17.03.2025;16.04.2025;;;;5481,00;;5220,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;261,00;;;;
19.03.2025;08:43:37;;;2;000402;ZUR market-20 karpo[-1;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;17.03.2025;16.04.2025;;;;4494,00;;4280,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;214,00;;;;
18.03.2025;08:44:00;;;2;000403;REPTIL-10 butel;100;\OR^E;1225;REPTIL DPTU;17.03.2025;16.04.2025;;;;3213,00;;3060,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;153,00;;;;
18.03.2025;08:45:13;;;2;000404;REPTIL-3 k.voda;100;\OR^E;1225;REPTIL DPTU;17.03.2025;16.04.2025;;;;3327,00;;3168,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;158,50;;;;
18.03.2025;08:45:46;;;2;000405;SUPER TINEKS-4 kon^ar;100;\OR^E;1201;TINEKS MT;17.03.2025;15.06.2025;;;;2971,50;;2830,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;141,50;;;;
21.03.2025;09:54:13;;;2;000406;VERO-7 gtc;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;17.03.2025;16.05.2025;;;;2690,00;;2562,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;128,00;;;;
18.03.2025;09:03:09;;;9;000020;;100;\OR^E;828;ISBS DOOEL SKOPJE;17.03.2025;17.03.2025;;;;7800,00;;7428,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;371,50;;;;
18.03.2025;09:05:56;;;9;000021;s.kondovo;100;\OR^E;8;RESTORAN FA-FA SKOPJE;18.03.2025;18.03.2025;;;;6300,00;;6000,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;300,00;;;;
21.03.2025;09:58:34;;;2;000407;SUPER TINEKS-2 zebra;100;\OR^E;1201;TINEKS MT;18.03.2025;16.06.2025;;;;7130,00;;6790,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;339,50;;;;
19.03.2025;08:46:51;;;2;000408;podr.ramstore capitol moll;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;18.03.2025;17.05.2025;;;;2079,50;;1980,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;99,00;;;;
19.03.2025;08:48:36;;;2;000409;aerodrom;100;\OR^E;24;PLANET PI ES DOOOEL;18.03.2025;25.03.2025;;;;2971,00;;2829,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;141,50;;;;
24.03.2025;09:10:57;;;5;000034;;100;\OR^E;100;MAGACIN \OR^E;18.03.2025;18.03.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
19.03.2025;08:49:32;;;2;000410;VERO-2 taftalixe;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;18.03.2025;17.05.2025;;;;6314,00;;6014,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;300,00;;;;
19.03.2025;08:50:32;;;2;000411;REPTI-23 aerodrom;100;\OR^E;1225;REPTIL DPTU;18.03.2025;17.04.2025;;;;3360,00;;3200,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;160,00;;;;
19.03.2025;08:51:18;;;2;000412;;100;\OR^E;1028;MAKROPROM;18.03.2025;25.03.2025;;;;10833,00;;10317,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;516,00;;;;
20.03.2025;08:44:34;;;2;000413;magacin saraj;100;\OR^E;187;DAUTI-KOMERC KE[&KERI;19.03.2025;18.04.2025;;;;222642,00;;212040,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;10602,00;;;;
21.03.2025;08:44:52;;;2;000414;SUPER TINEKS-11 lisa;100;\OR^E;1201;TINEKS MT;20.03.2025;18.06.2025;;;;3160,50;;3010,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;150,50;;;;
21.03.2025;08:45:39;;;2;000415;SUPER TINEKS-3 prvomajska;100;\OR^E;1201;TINEKS MT;19.03.2025;17.06.2025;;;;4714,50;;4490,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;224,50;;;;
21.03.2025;08:49:21;;;2;000416;TINEKS buWakovec (delikatesen);100;\OR^E;1201;TINEKS MT;19.03.2025;17.06.2025;;;;5596,50;;5330,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;266,50;;;;
21.03.2025;08:45:46;;;2;000417;SUPER TINEKS-10 cveten;100;\OR^E;1201;TINEKS MT;19.03.2025;17.06.2025;;;;2572,50;;2450,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;122,50;;;;
21.03.2025;08:45:57;;;2;000418;GIGO TREJD-1 maxari;100;\OR^E;2008;GIGO-TREJD;19.03.2025;26.03.2025;;;;6205,00;;5909,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;296,00;;;;
21.03.2025;08:46:06;;;2;000419;ambasada;100;\OR^E;1168;TP SENDVI^ARA 7;19.03.2025;26.03.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
24.03.2025;09:08:48;;;5;000035;;100;\OR^E;100;MAGACIN \OR^E;19.03.2025;19.03.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
21.03.2025;08:46:55;;;2;000420;REPTIL-8 radi[ani;100;\OR^E;1225;REPTIL DPTU;20.03.2025;19.04.2025;;;;3654,00;;3480,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;174,00;;;;
21.03.2025;08:48:55;;;2;000421;REPTIL-17 kozle;100;\OR^E;1225;REPTIL DPTU;19.03.2025;18.04.2025;;;;2982,00;;2840,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;142,00;;;;
20.03.2025;09:35:32;;;9;000022;;100;\OR^E;20;FISH CHIPS;20.03.2025;20.03.2025;;;;2382,00;;2268,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;113,50;;;;
24.03.2025;09:06:22;;;5;000036;;100;\OR^E;100;MAGACIN \OR^E;20.03.2025;20.03.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
20.03.2025;09:35:42;;;9;000023;;100;\OR^E;1423;GRADOTE DOOEL;20.03.2025;20.03.2025;;;;4095,00;;3900,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;195,00;;;;
21.03.2025;08:51:12;;;2;000422;VERO-8 ^air;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;20.03.2025;19.05.2025;;;;6932,50;;6603,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;329,50;;;;
21.03.2025;08:54:01;;;2;000423;ZUR market-12 vlae;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;20.03.2025;19.04.2025;;;;3327,00;;3169,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;158,00;;;;
21.03.2025;08:55:13;;;2;000424;ambasada;100;\OR^E;1168;TP SENDVI^ARA 7;20.03.2025;27.03.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
21.03.2025;08:58:48;;;2;000425;mesara aerodrom;100;\OR^E;70;GAR^E 2016 DOO SKOPJE;20.03.2025;20.03.2025;;;;2315,00;;2205,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;110,00;;;;
21.03.2025;08:59:16;;;2;000426;ZUR market-15 k.voda;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;20.03.2025;19.04.2025;;;;1731,00;;1649,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;82,00;;;;
21.03.2025;09:00:05;;;2;000427;ZUR market-3 przino;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;20.03.2025;19.04.2025;;;;3039,00;;2894,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;144,50;;;;
24.03.2025;08:58:12;;;2;000428;TINEKS porta aerodrom;100;\OR^E;1201;TINEKS MT;21.03.2025;19.06.2025;;;;3853,50;;3670,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;183,50;;;;
24.03.2025;15:44:38;;;2;000429;REPTIL-4 aerodrom;100;\OR^E;1225;REPTIL DPTU;21.03.2025;20.04.2025;;;;8577,00;;8168,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;408,50;;;;
24.03.2025;09:05:40;;;2;000430;TINEKS k.voda-2 (kino);100;\OR^E;1201;TINEKS MT;21.03.2025;19.06.2025;;;;1869,00;;1780,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;89,00;;;;
24.03.2025;09:09:02;;;2;000431;SUPER TINEKS-15 maj^in dom;100;\OR^E;1201;TINEKS MT;21.03.2025;19.06.2025;;;;1586,00;;1510,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;75,50;;;;
24.03.2025;09:09:39;;;2;000432;ZUR market-18 rasadnik;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;21.03.2025;20.04.2025;;;;4494,00;;4280,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;214,00;;;;
16.04.2025;13:20:00;;;2;000433;VERO-9 n.banka;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;21.03.2025;20.05.2025;;;;1937,00;;1844,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;92,50;;;;
16.04.2025;08:35:40;;;2;000434;VERO-10 k.voda;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;24.03.2025;23.05.2025;;;;3491,50;;3325,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;166,00;;;;
24.03.2025;15:47:58;;;2;000435;ZUR market-10 centar;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;24.03.2025;23.04.2025;;;;5607,00;;5340,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;267,00;;;;
24.03.2025;15:48:51;;;2;000436;REPTIL-19 avtokomanda;100;\OR^E;1225;REPTIL DPTU;24.03.2025;23.04.2025;;;;6750,00;;6429,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;321,00;;;;
24.03.2025;15:50:19;;;2;000437;REPTIL-5 karpo[-3;100;\OR^E;1225;REPTIL DPTU;24.03.2025;23.04.2025;;;;4620,00;;4400,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;220,00;;;;
24.03.2025;15:51:02;;;2;000438;REPTIL-13 maxari;100;\OR^E;1225;REPTIL DPTU;24.03.2025;23.04.2025;;;;6258,00;;5960,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;298,00;;;;
24.03.2025;15:51:40;;;2;000439;ZUR market-2 dra^evo;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;24.03.2025;23.04.2025;;;;4494,00;;4280,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;214,00;;;;
24.03.2025;15:52:12;;;2;000440;ZUR market-7 dra^evo;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;24.03.2025;23.04.2025;;;;6777,00;;6454,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;322,50;;;;
24.03.2025;15:53:55;;;2;000441;ZUR market-19 dra^evo;100;\OR^E;974;MLE^NA INDUSTRIJA DOOEL;24.03.2025;23.04.2025;;;;11559,00;;11008,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;550,50;;;;
24.03.2025;15:55:03;;;5;000037;;100;\OR^E;100;MAGACIN \OR^E;24.03.2025;24.03.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
24.03.2025;15:55:17;;;2;000442;ZUR market-14 maxari;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;24.03.2025;23.04.2025;;;;8691,00;;8277,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;414,00;;;;
24.03.2025;15:55:44;;;2;000443;makpetrol;100;\OR^E;1168;TP SENDVI^ARA 7;24.03.2025;31.03.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
24.03.2025;15:56:10;;;2;000444;;100;\OR^E;18;PAKET MARKET DOO-PODRUZNICA;24.03.2025;23.04.2025;;;;3595,00;;3424,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;171,00;;;;
25.03.2025;15:23:38;;;5;000038;;100;\OR^E;100;MAGACIN \OR^E;25.03.2025;25.03.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
25.03.2025;09:53:39;;;2;000445;;100;\OR^E;71;DV 2020TREJD DOOOEL;25.03.2025;25.03.2025;;;;23809,00;;22675,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1134,00;;;;
25.03.2025;15:08:32;;;2;000446;SUPER TINEKS-11 lisa;100;\OR^E;1201;TINEKS MT;25.03.2025;23.06.2025;;;;2688,50;;2560,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;128,00;;;;
26.03.2025;14:12:55;;;2;000447;VERO-7 gtc;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;25.03.2025;24.05.2025;;;;3765,50;;3586,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;179,50;;;;
25.03.2025;15:10:06;;;2;000448;VERO-2 taftalixe;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;25.03.2025;24.05.2025;;;;3942,00;;3754,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;187,50;;;;
25.03.2025;15:17:55;;;2;000449;podr.ramstore vardar;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;25.03.2025;24.05.2025;;;;7004,50;;6671,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;333,50;;;;
25.03.2025;15:19:16;;;2;000450;podr.ramstore capitol moll;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;25.03.2025;24.05.2025;;;;2866,50;;2730,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;136,50;;;;
25.03.2025;15:24:09;;;2;000451;centar;100;\OR^E;24;PLANET PI ES DOOOEL;25.03.2025;01.04.2025;;;;2971,00;;2829,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;141,50;;;;
25.03.2025;15:25:16;;;2;000452;REPTIL-11 drzavna;100;\OR^E;1225;REPTIL DPTU;25.03.2025;24.04.2025;;;;3685,50;;3510,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;175,50;;;;
25.03.2025;15:26:40;;;2;000453;;100;\OR^E;1028;MAKROPROM;25.03.2025;01.04.2025;;;;28888,00;;27512,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1376,00;;;;
26.03.2025;09:13:08;;;9;000024;;100;\OR^E;1423;GRADOTE DOOEL;26.03.2025;26.03.2025;;;;5460,00;;5200,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;260,00;;;;
26.03.2025;09:12:27;;;5;000039;;100;\OR^E;100;MAGACIN \OR^E;26.03.2025;26.03.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
27.03.2025;15:28:31;;;2;000454;podr.ramstore citymoll;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;26.03.2025;25.05.2025;;;;3570,50;;3400,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;170,00;;;;
26.03.2025;14:20:46;;;2;000455;VERO-13 limak;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;26.03.2025;25.05.2025;;;;2293,00;;2184,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;109,00;;;;
